station id,water year,year,month,day,dailyrain,code
334,1952,1951,9,17,0.01,E311
334,1952,1951,10,24,0.3,E311
334,1952,1951,11,19,0.81,E311
334,1952,1951,11,20,0.16,E311
334,1952,1951,11,21,0.19,E311
334,1952,1951,12,1,1.25,E311
334,1952,1951,12,3,0.49,E311
334,1952,1951,12,4,0.69,E311
334,1952,1951,12,11,0.16,E311
334,1952,1951,12,12,0.7,E311
334,1952,1951,12,18,0.07,E311
334,1952,1951,12,19,0.05,E311
334,1952,1951,12,28,0.2,E311
334,1952,1951,12,29,1.4,E311
334,1952,1951,12,30,0.48,E311
334,1952,1952,1,6,0.58,E311
334,1952,1952,1,7,0.02,E311
334,1952,1952,1,8,0.07,E311
334,1952,1952,1,11,0.12,E311
334,1952,1952,1,12,1.32,E311
334,1952,1952,1,13,0.33,E311
334,1952,1952,1,14,0.68,E311
334,1952,1952,1,15,3.11,E311
334,1952,1952,1,16,0.12,E311
334,1952,1952,1,17,1.41,E311
334,1952,1952,1,18,0.53,E311
334,1952,1952,1,24,0.74,E311
334,1952,1952,1,25,0.38,E311
334,1952,1952,2,11,0.09,E311
334,1952,1952,2,29,0.6,E311
334,1952,1952,3,1,0.12,E311
334,1952,1952,3,3,0.07,E311
334,1952,1952,3,4,0.04,E311
334,1952,1952,3,6,1.15,E311
334,1952,1952,3,7,0.43,E311
334,1952,1952,3,8,0.11,E311
334,1952,1952,3,10,0.15,E311
334,1952,1952,3,12,0.25,E311
334,1952,1952,3,14,1.36,E311
334,1952,1952,3,15,2.74,E311
334,1952,1952,3,16,0.1,E311
334,1952,1952,3,18,0.26,E311
334,1952,1952,3,19,0.01,E311
334,1952,1952,4,7,0.76,E311
334,1952,1952,4,10,0.28,E311
334,1952,1952,4,25,0.45,E311
334,1952,1952,4,26,0.02,E311
334,1952,1952,6,5,0.01,E311
334,1952,1952,6,6,0.01,E311
334,1953,1952,10,17,0.02,E311
334,1953,1952,10,22,0.02,E311
334,1953,1952,11,14,1.46,E311
334,1953,1952,11,15,1.92,E311
334,1953,1952,11,16,0.01,E311
334,1953,1952,11,29,0.61,E311
334,1953,1952,11,30,0.02,E311
334,1953,1952,12,1,0.6,E311
334,1953,1952,12,5,0.13,E311
334,1953,1952,12,7,0.39,E311
334,1953,1952,12,19,1.07,E311
334,1953,1952,12,20,0.27,E311
334,1953,1952,12,27,1.1,E311
334,1953,1952,12,28,0.35,E311
334,1953,1952,12,30,0.89,E311
334,1953,1953,1,6,0.26,E311
334,1953,1953,1,7,0.18,E311
334,1953,1953,1,8,0.27,E311
334,1953,1953,1,13,1.03,E311
334,1953,1953,1,14,0.01,E311
334,1953,1953,3,10,0.17,E311
334,1953,1953,3,19,0.43,E311
334,1953,1953,4,19,0.29,E311
334,1953,1953,4,20,0.03,E311
334,1953,1953,4,21,0.01,E311
334,1953,1953,4,26,0.02,E311
334,1953,1953,4,27,0.8,E311
334,1953,1953,5,27,0.03,E311
334,1953,1953,6,17,0.04,E311
334,1954,1953,11,4,0.02,E311
334,1954,1953,11,5,0.17,E311
334,1954,1953,11,10,0.03,E311
334,1954,1953,11,13,0.02,E311
334,1954,1953,11,14,2.17,E311
334,1954,1953,11,20,0.01,E311
334,1954,1953,12,4,0.03,E311
334,1954,1954,1,11,0.19,E311
334,1954,1954,1,12,0.78,E311
334,1954,1954,1,17,0.33,E311
334,1954,1954,1,18,0.53,E311
334,1954,1954,1,19,1.54,E311
334,1954,1954,1,20,0.03,E311
334,1954,1954,1,23,0.18,E311
334,1954,1954,1,24,1.25,E311
334,1954,1954,1,25,0.1,E311
334,1954,1954,2,12,0.02,E311
334,1954,1954,2,13,1.79,E311
334,1954,1954,2,14,0.22,E311
334,1954,1954,2,17,0.25,E311
334,1954,1954,3,9,0.03,E311
334,1954,1954,3,16,0.82,E311
334,1954,1954,3,17,0.23,E311
334,1954,1954,3,19,1.36,E311
334,1954,1954,3,20,0.12,E311
334,1954,1954,3,24,0.15,E311
334,1954,1954,3,25,0.02,E311
334,1954,1954,3,29,1.06,E311
334,1954,1954,3,30,0.27,E311
334,1954,1954,4,19,0.01,E311
334,1954,1954,4,23,0.02,E311
334,1954,1954,4,27,0.36,E311
334,1954,1954,5,8,0.01,E311
334,1954,1954,5,9,0.02,E311
334,1954,1954,5,15,0.01,E311
334,1954,1954,6,3,0.01,E311
334,1954,1954,8,24,0.01,E311
334,1955,1954,11,10,0.21,E311
334,1955,1954,11,11,0.6,E311
334,1955,1954,11,15,0.8,E311
334,1955,1954,12,3,1.79,E311
334,1955,1954,12,4,0.15,E311
334,1955,1954,12,9,1.11,E311
334,1955,1955,1,1,0.76,E311
334,1955,1955,1,3,0.02,E311
334,1955,1955,1,5,0.02,E311
334,1955,1955,1,6,0.01,E311
334,1955,1955,1,9,0.72,E311
334,1955,1955,1,10,0.18,E311
334,1955,1955,1,15,0.07,E311
334,1955,1955,1,16,0.48,E311
334,1955,1955,1,18,1.5,E311
334,1955,1955,1,30,0.6,E311
334,1955,1955,1,31,0.01,E311
334,1955,1955,2,16,1.44,E311
334,1955,1955,2,17,0.1,E311
334,1955,1955,2,25,0.04,E311
334,1955,1955,2,26,0.08,E311
334,1955,1955,2,27,0.85,E311
334,1955,1955,3,10,0.14,E311
334,1955,1955,3,11,0.65,E311
334,1955,1955,4,4,0.02,E311
334,1955,1955,4,21,1.43,E311
334,1955,1955,4,22,0.01,E311
334,1955,1955,4,25,0.11,E311
334,1955,1955,4,26,0.03,E311
334,1955,1955,4,29,0.26,E311
334,1955,1955,4,30,1.4,E311
334,1955,1955,5,6,0.21,E311
334,1955,1955,5,7,0.01,E311
334,1955,1955,5,12,0.01,E311
334,1955,1955,5,30,0.01,E311
334,1955,1955,6,14,0.01,E311
334,1956,1955,11,13,0.81,E311
334,1956,1955,11,14,0.15,E311
334,1956,1955,11,16,0.18,E311
334,1956,1955,11,17,0.06,E311
334,1956,1955,11,21,0.16,E311
334,1956,1955,12,1,0.25,E311
334,1956,1955,12,3,0.14,E311
334,1956,1955,12,4,0.27,E311
334,1956,1955,12,6,0.07,E311
334,1956,1955,12,22,0.06,E311
334,1956,1955,12,23,0.59,E311
334,1956,1955,12,24,2.17,E311
334,1956,1955,12,25,1.05,E311
334,1956,1955,12,26,0.9,E311
334,1956,1955,12,30,0.21,E311
334,1956,1955,12,31,0.15,E311
334,1956,1956,1,22,0.04,E311
334,1956,1956,1,23,0.02,E311
334,1956,1956,1,25,3.61,E311
334,1956,1956,1,26,2.6,E311
334,1956,1956,1,30,0.36,E311
334,1956,1956,1,31,0.05,E311
334,1956,1956,2,22,0.29,E311
334,1956,1956,2,23,0.7,E311
334,1956,1956,2,24,0.06,E311
334,1956,1956,4,1,0.13,E311
334,1956,1956,4,10,0.03,E311
334,1956,1956,4,11,0.96,E311
334,1956,1956,4,12,0.14,E311
334,1956,1956,4,13,0.2,E311
334,1956,1956,4,25,0.29,E311
334,1956,1956,4,26,0.16,E311
334,1956,1956,5,4,0.01,E311
334,1956,1956,5,8,0.41,E311
334,1956,1956,5,9,0.52,E311
334,1956,1956,5,17,0.04,E311
334,1957,1956,10,4,0.07,E311
334,1957,1956,12,5,0.08,E311
334,1957,1957,1,4,0.1,E311
334,1957,1957,1,5,0.23,E311
334,1957,1957,1,7,0.13,E311
334,1957,1957,1,12,2.29,E311
334,1957,1957,1,13,0.16,E311
334,1957,1957,1,20,0.45,E311
334,1957,1957,1,23,0.39,E311
334,1957,1957,1,24,0.1,E311
334,1957,1957,1,25,0.78,E311
334,1957,1957,1,26,0.03,E311
334,1957,1957,1,27,0.16,E311
334,1957,1957,1,28,0.04,E311
334,1957,1957,1,29,0.26,E311
334,1957,1957,2,7,0.04,E311
334,1957,1957,2,8,0.53,E311
334,1957,1957,2,16,0.02,E311
334,1957,1957,2,22,0.41,E311
334,1957,1957,2,23,0.77,E311
334,1957,1957,2,28,1.14,E311
334,1957,1957,3,8,0.01,E311
334,1957,1957,3,9,0.21,E311
334,1957,1957,3,15,0.08,E311
334,1957,1957,3,18,0.05,E311
334,1957,1957,3,19,0.04,E311
334,1957,1957,4,17,1.1,E311
334,1957,1957,4,18,0.35,E311
334,1957,1957,4,20,0.51,E311
334,1957,1957,4,21,0.15,E311
334,1957,1957,5,8,0.14,E311
334,1957,1957,5,18,0.92,E311
334,1957,1957,5,20,0.02,E311
334,1957,1957,6,9,0.01,E311
334,1958,1957,10,10,0.1,E311
334,1958,1957,10,11,0.04,E311
334,1958,1957,10,13,0.62,E311
334,1958,1957,10,20,0.04,E311
334,1958,1957,10,31,0.04,E311
334,1958,1957,11,2,0.25,E311
334,1958,1957,12,4,0.37,E311
334,1958,1957,12,5,1.26,E311
334,1958,1957,12,15,0.95,E311
334,1958,1957,12,16,1.18,E311
334,1958,1957,12,18,0.05,E311
334,1958,1958,1,10,0.3,E311
334,1958,1958,1,24,0.29,E311
334,1958,1958,1,25,1.98,E311
334,1958,1958,1,26,0.5,E311
334,1958,1958,1,30,0.14,E311
334,1958,1958,2,2,0.45,E311
334,1958,1958,2,3,1.07,E311
334,1958,1958,2,4,0.39,E311
334,1958,1958,2,7,0.13,E311
334,1958,1958,2,8,0.11,E311
334,1958,1958,2,12,0.27,E311
334,1958,1958,2,18,0.38,E311
334,1958,1958,2,19,1.92,E311
334,1958,1958,2,24,1.57,E311
334,1958,1958,2,25,1.08,E311
334,1958,1958,3,6,0.07,E311
334,1958,1958,3,10,0.28,E311
334,1958,1958,3,11,0.15,E311
334,1958,1958,3,12,0.09,E311
334,1958,1958,3,13,0.19,E311
334,1958,1958,3,14,0.35,E311
334,1958,1958,3,15,1.66,E311
334,1958,1958,3,16,0.08,E311
334,1958,1958,3,17,0.07,E311
334,1958,1958,3,20,0.71,E311
334,1958,1958,3,21,0.44,E311
334,1958,1958,3,27,1.08,E311
334,1958,1958,3,30,0.28,E311
334,1958,1958,3,31,0.56,E311
334,1958,1958,4,1,1.12,E311
334,1958,1958,4,2,0.39,E311
334,1958,1958,4,3,0.8,E311
334,1958,1958,4,4,0.1,E311
334,1958,1958,4,6,1.48,E311
334,1958,1958,4,7,0.31,E311
334,1958,1958,5,11,0.06,E311
334,1958,1958,5,22,0.41,E311
334,1959,1958,9,7,0.48,E311
334,1959,1958,9,23,0.06,E311
334,1959,1958,11,10,0.01,E311
334,1959,1958,11,15,0.02,E311
334,1959,1958,12,27,0.09,E311
334,1959,1959,1,5,1.82,E440
334,1959,1959,1,6,0.39,E311
334,1959,1959,1,12,0.16,E311
334,1959,1959,1,13,0.01,E311
334,1959,1959,2,7,0.43,E311
334,1959,1959,2,8,0.04,E311
334,1959,1959,2,10,0.91,E311
334,1959,1959,2,11,0.53,E311
334,1959,1959,2,12,0.06,E311
334,1959,1959,2,15,0.32,E311
334,1959,1959,2,16,0.76,E311
334,1959,1959,2,17,0.04,E311
334,1959,1959,2,18,0.05,E311
334,1959,1959,2,20,0.01,E311
334,1959,1959,2,21,1.22,E311
334,1959,1959,4,13,0.01,E311
334,1959,1959,4,25,0.74,E311
334,1959,1959,4,26,0.01,E311
334,1960,1959,9,18,0.02,E311
334,1960,1959,12,20,0.24,E311
334,1960,1959,12,21,0.19,E311
334,1960,1959,12,22,0.01,E311
334,1960,1959,12,23,0.98,E311
334,1960,1960,1,9,0.72,E311
334,1960,1960,1,10,1.1,E311
334,1960,1960,1,11,0.62,E311
334,1960,1960,1,14,0.55,E311
334,1960,1960,1,20,0.28,E311
334,1960,1960,1,21,0.31,E311
334,1960,1960,1,23,0.18,E311
334,1960,1960,1,24,0.22,E311
334,1960,1960,2,1,2.02,E311
334,1960,1960,2,3,0.11,E311
334,1960,1960,2,7,0.02,E311
334,1960,1960,2,8,0.27,E311
334,1960,1960,2,9,0.03,E311
334,1960,1960,2,10,0.29,E311
334,1960,1960,2,18,0.01,E311
334,1960,1960,2,28,0.59,E311
334,1960,1960,2,29,0.33,E311
334,1960,1960,3,1,0.01,E311
334,1960,1960,3,27,0.38,E311
334,1960,1960,3,28,0.04,E311
334,1960,1960,4,23,0.03,E311
334,1960,1960,4,26,1.7,E311
334,1960,1960,4,27,0.48,E311
334,1961,1960,10,6,0.33,E311
334,1961,1960,11,3,0.33,E311
334,1961,1960,11,4,0.82,E311
334,1961,1960,11,5,1.86,E311
334,1961,1960,11,6,0.45,E311
334,1961,1960,11,12,0.65,E311
334,1961,1960,11,13,0.04,E311
334,1961,1960,11,14,0.03,E311
334,1961,1960,11,26,0.9,E311
334,1961,1960,12,1,0.35,E311
334,1961,1960,12,10,0.02,E311
334,1961,1961,1,25,0.52,E311
334,1961,1961,1,26,0.7,E311
334,1961,1961,1,31,0.01,E311
334,1961,1961,2,11,0.02,E311
334,1961,1961,3,15,0.79,E311
334,1961,1961,3,17,0.05,E311
334,1961,1961,3,24,0.03,E311
334,1961,1961,4,22,0.05,E311
334,1962,1961,9,16,0.08,E311
334,1962,1961,11,20,1.42,E311
334,1962,1961,11,25,0.66,E311
334,1962,1961,11,26,0.03,E311
334,1962,1961,11,29,0.2,E311
334,1962,1961,12,1,0.33,E311
334,1962,1961,12,2,0.64,E311
334,1962,1961,12,14,0.08,E311
334,1962,1962,1,12,0.09,E311
334,1962,1962,1,20,1.86,E311
334,1962,1962,1,21,0.27,E311
334,1962,1962,1,22,0.24,E311
334,1962,1962,2,7,1.68,E311
334,1962,1962,2,8,2.35,E311
334,1962,1962,2,9,1.97,E311
334,1962,1962,2,10,1.89,E311
334,1962,1962,2,11,1.3,E311
334,1962,1962,2,13,0.09,E311
334,1962,1962,2,14,0.37,E311
334,1962,1962,2,15,0.69,E311
334,1962,1962,2,16,0.27,E311
334,1962,1962,2,18,1.67,E311
334,1962,1962,2,19,0.89,E311
334,1962,1962,2,20,0.54,E311
334,1962,1962,2,21,0.03,E311
334,1962,1962,2,24,0.08,E311
334,1962,1962,3,5,0.33,E311
334,1962,1962,3,6,0.29,E311
334,1962,1962,3,7,0.02,E311
334,1962,1962,3,20,0.14,E311
334,1962,1962,3,22,0.58,E311
334,1962,1962,3,28,0.01,E311
334,1962,1962,5,14,0.04,E311
334,1962,1962,7,17,0.02,E311
334,1962,1962,7,18,0.01,E311
334,1963,1962,10,14,0.48,E311
334,1963,1962,12,15,0.02,E311
334,1963,1962,12,16,0.04,E311
334,1963,1963,1,29,0.16,E311
334,1963,1963,1,30,0.54,E311
334,1963,1963,1,31,1.54,E311
334,1963,1963,2,1,0.17,E311
334,1963,1963,2,2,0.01,E311
334,1963,1963,2,9,2.91,E311
334,1963,1963,2,10,1.75,E311
334,1963,1963,2,12,0.15,E311
334,1963,1963,2,13,0.07,E311
334,1963,1963,3,14,0.07,E311
334,1963,1963,3,16,1.91,E311
334,1963,1963,3,22,0.42,E311
334,1963,1963,3,23,0.01,E311
334,1963,1963,3,27,0.06,E311
334,1963,1963,3,28,1.19,E311
334,1963,1963,4,7,0.06,E311
334,1963,1963,4,13,0.01,E311
334,1963,1963,4,14,1.26,E311
334,1963,1963,4,15,0.06,E311
334,1963,1963,4,19,0.01,E311
334,1963,1963,4,20,0.15,E311
334,1963,1963,4,25,0.81,E311
334,1963,1963,4,26,0.38,E311
334,1963,1963,5,8,0.19,E311
334,1963,1963,5,9,0.07,E311
334,1963,1963,6,10,0.02,E311
334,1963,1963,6,11,0.25,E311
334,1963,1963,6,12,0.04,E311
334,1963,1963,8,8,0.18,E311
334,1964,1963,9,4,0.33,E311
334,1964,1963,9,6,0.02,E311
334,1964,1963,9,18,0.23,E311
334,1964,1963,9,19,0.34,E311
334,1964,1963,10,2,0.03,E311
334,1964,1963,10,4,0.08,E311
334,1964,1963,10,11,0.2,E311
334,1964,1963,10,15,0.57,E311
334,1964,1963,10,16,0.12,E311
334,1964,1963,11,6,0.79,E311
334,1964,1963,11,14,0.25,E311
334,1964,1963,11,15,0.29,E311
334,1964,1963,11,19,1.6,E311
334,1964,1963,11,20,0.1,E311
334,1964,1964,1,18,0.04,E311
334,1964,1964,1,20,0.39,E311
334,1964,1964,1,21,0.79,E311
334,1964,1964,1,22,0.22,E311
334,1964,1964,1,26,0.05,E311
334,1964,1964,3,2,0.15,E311
334,1964,1964,3,12,0.29,E311
334,1964,1964,3,22,1.13,E311
334,1964,1964,3,23,0.02,E311
334,1964,1964,3,24,0.05,E311
334,1964,1964,3,31,0.95,E311
334,1964,1964,4,1,0.05,E311
334,1964,1964,4,28,0.05,E311
334,1964,1964,5,4,0.03,E311
334,1964,1964,5,6,0.03,E311
334,1964,1964,6,8,0.03,E311
334,1964,1964,8,4,0.01,E311
334,1965,1964,10,27,0.35,E311
334,1965,1964,10,28,0.43,E311
334,1965,1964,10,29,0.22,E311
334,1965,1964,11,7,0.12,E311
334,1965,1964,11,8,0.2,E311
334,1965,1964,11,9,0.48,E311
334,1965,1964,11,10,1.19,E311
334,1965,1964,11,11,0.13,E311
334,1965,1964,11,12,0.08,E311
334,1965,1964,11,17,0.03,E311
334,1965,1964,12,18,0.02,E311
334,1965,1964,12,19,1.75,E311
334,1965,1964,12,20,1.82,E311
334,1965,1964,12,21,0.02,E311
334,1965,1964,12,22,0.02,E311
334,1965,1964,12,26,0.29,E311
334,1965,1964,12,27,0.22,E311
334,1965,1964,12,28,0.13,E311
334,1965,1964,12,29,0.15,E311
334,1965,1964,12,30,0.13,E311
334,1965,1964,12,31,0.14,E311
334,1965,1965,1,3,0.01,E311
334,1965,1965,1,4,0.02,E311
334,1965,1965,1,5,0.02,E311
334,1965,1965,1,6,0.37,E311
334,1965,1965,1,7,0.06,E311
334,1965,1965,1,15,0.02,E311
334,1965,1965,1,23,0.28,E311
334,1965,1965,1,24,0.03,E311
334,1965,1965,2,5,0.44,E311
334,1965,1965,2,6,0.14,E311
334,1965,1965,3,4,0.22,E311
334,1965,1965,3,6,0.24,E311
334,1965,1965,3,10,0.1,E311
334,1965,1965,3,12,0.61,E311
334,1965,1965,3,13,0.09,E311
334,1965,1965,3,14,0.04,E311
334,1965,1965,3,31,1.48,E311
334,1965,1965,4,1,0.94,E311
334,1965,1965,4,2,0.6,E311
334,1965,1965,4,3,0.54,E311
334,1965,1965,4,4,0.34,E311
334,1965,1965,4,6,0.02,E311
334,1965,1965,4,7,0.08,E311
334,1965,1965,4,8,1.49,E311
334,1965,1965,4,9,1.65,E311
334,1965,1965,4,12,0.14,E311
334,1966,1965,11,13,0.05,E311
334,1966,1965,11,14,1.06,E311
334,1966,1965,11,15,0.94,E311
334,1966,1965,11,16,2.08,E311
334,1966,1965,11,17,0.58,E311
334,1966,1965,11,18,0.33,E311
334,1966,1965,11,22,0.79,E311
334,1966,1965,11,23,0.71,E311
334,1966,1965,11,24,0.13,E311
334,1966,1965,11,25,0.25,E311
334,1966,1965,12,9,0.5,E311
334,1966,1965,12,11,0.27,E311
334,1966,1965,12,12,0.07,E311
334,1966,1965,12,14,0.09,E311
334,1966,1965,12,25,0.04,E311
334,1966,1965,12,28,0.16,E311
334,1966,1965,12,29,1.83,E311
334,1966,1965,12,30,0.31,E311
334,1966,1965,12,31,0.2,E311
334,1966,1966,1,27,0.06,E311
334,1966,1966,1,29,0.59,E311
334,1966,1966,1,30,1.33,E311
334,1966,1966,2,1,0.1,E311
334,1966,1966,2,5,0.3,E311
334,1966,1966,2,6,0.41,E311
334,1966,1966,3,1,0.05,E311
334,1966,1966,3,2,0.08,E311
334,1966,1966,5,8,0.07,E311
334,1966,1966,6,15,0.11,E311
334,1967,1966,9,29,0.02,E311
334,1967,1966,10,5,0.04,E311
334,1967,1966,11,6,0.64,E311
334,1967,1966,11,7,2.46,E311
334,1967,1966,11,8,0.06,E311
334,1967,1966,11,16,0.01,E311
334,1967,1966,11,19,0.02,E311
334,1967,1966,11,20,0.35,E311
334,1967,1966,11,28,0.22,E311
334,1967,1966,12,2,2.12,E311
334,1967,1966,12,3,0.01,E311
334,1967,1966,12,4,0.41,E311
334,1967,1966,12,5,1.52,E311
334,1967,1966,12,6,1.05,E311
334,1967,1967,1,21,0.23,E311
334,1967,1967,1,22,0.82,E311
334,1967,1967,1,24,4.03,E311
334,1967,1967,1,30,0.43,E311
334,1967,1967,2,24,0.12,E311
334,1967,1967,2,25,0.46,E311
334,1967,1967,3,10,0.15,E311
334,1967,1967,3,11,0.67,E311
334,1967,1967,3,12,0.33,E311
334,1967,1967,3,13,0.13,E311
334,1967,1967,3,15,0.01,E311
334,1967,1967,3,16,0.25,E311
334,1967,1967,3,30,0.19,E311
